Ingredientid,Formula,cid,smiles
18602,C14H24O8        ,11045420,C1CC(CCC1=O)(CCOC2C(C(C(C(O2)CO)O)O)O)O
18603,C22H32O10        ,,
18604,C8H14O3        ,14353410,C1CC2(CCC1(O2)CCO)O
18605,C18H24O7        ,5320926,CC1=CCC2=C(C=C(C(=C2C1)O)C)OC3C(C(C(C(O3)CO)O)O)O
18613,C17H26O10        ,44584096,CC(=O)OC1(CCC2(C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)C
18621,C24H30O5        ,11969466,CC12CCC3C(C14C(O4)CC2C5=COC(=O)C=C5)CCC6C3(CCC(C6)O)C=O
18622,C24H32O4        ,6917974,CC12CCC(CC1CCC3C2CCC4(C35C(O5)CC4C6=COC(=O)C=C6)C)O
18623,C32H44O7        ,102093784,CC12CCC(CC1CCC3C2CCC4(C35C(O5)CC4C6=COC(=O)C=C6)C)OC(=O)CCCCCCC(=O)O
18625,C20H28O6        ,5088774,CC1CC(C(C2C1(C3C=C(C(=O)C3(CC(=C2)CO)O)C)O)O)(C(=C)C)O
18628,C14H12O3        ,1548910,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O
18635,C20H22O8        ,57397235,C1=CC(=CC=C1C=CC2=CC(=CC(=C2C3C(C(C(C(O3)CO)O)O)O)O)O)O
18639,C21H39N7O12        ,11968896,CNC1C(C(C(OC1C2C(OC(C2(C=O)O)CO)OC3C(C(C(C(C3O)O)N=C(N)N)O)N=C(N)N)CO)O)O
18640,C19H23NO4        ,440586,CN1CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)O)O)OC
18641,C20H32O        ,16750109,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(C)CCO)C
18642,C20H25NO3        ,11012859,CC(C)CNC(=O)C=CC=CCCC=CC1=CC2=C(C=C1)OCO2
18653,C19H18O7        ,5352005,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)OC)OC
18658,C15H20O3        ,5320943,CC12CCC3C(C1C(=C)CCC2O)OC(=O)C3=C
18660,C23H24O12        ,,
18664,C16H11O7-,54758607,COC1=CC(=C2C(=C1)OC(=C(C2=O)[O-])C3=CC(=C(C=C3)O)O)O
18665,C22H22O12        ,44259577,COC1=CC(=C2C(=C1)OC(=C(C2=O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC(=C(C=C4)O)O)O
18666,C28H32O15        ,,
18667,C16H12O6        ,5320946,COC1=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC=C(C=C3)O)O
18671,C40H64O12        ,,
18691,C48H76O18        ,656760,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(C(OC3OC4CCC5(C(C4(C)CO)CCC6(C5CC=C7C6(CCC8(C7CC(CC8=O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O
18696,C45H72O17        ,,
18699,C64H104O29        ,,
18700,C70H114O34        ,,
18701,C82H134O43        ,,
18702,C65H106O31        ,21626540,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC(=O)C45CCC(CC4C6=CCC7C8(CCC(C(C8CCC7(C6(CC5)C)C)(C)CO)OC9C(C(C(CO9)O)OC1C(C(C(C(O1)CO)O)O)O)OC1C(C(C(C(O1)C)O)O)O)C)(C)C)O)O)O)CO)O)O)O
18705,C45H76O20        ,,
18719,C60H98O26        ,,
18724,C6H12O5        ,439710,CC1C(C(C(C(O1)O)O)O)O
18729,C22H28O9        ,53399170,CC1=CC(=CC(=C1)C=CC2=CC(=C(C=C2)O)OC)O.C(C1C(C(C(C(O1)O)O)O)O)O
18733,C15H14O4        ,53394021,COC1=C(C=C(C=C1)C=CC2=CC(=CC(=C2)O)O)O
18735,C27H44O8        ,11799446,CC(C)C(CC(C(C)(C1CCC2(C1(CC(C3C2=CC(=O)C4C3(CC(C(C4)O)O)C)O)C)O)O)O)O
18741,C30H20O9        ,5320957,CC1=CC(=C2C(=C1)C(C3=CC(=CC(=C3C2=O)O)O)C4C5=C(C(=CC=C5)O)C(=O)C6=C4C=C(C=C6O)C(=O)O)O
18742,C30H20O8        ,5320958,CC1=CC(=C2C(=C1)C(C3=C(C2=O)C(=CC=C3)O)C4C5=C(C(=CC=C5)O)C(=O)C6=C4C=C(C=C6O)C(=O)O)O
18743,C31H22O9        ,5320959,CC1=CC(=C2C(=C1)C(C3=CC(=CC(=C3C2=O)O)OC)C4C5=C(C(=CC=C5)O)C(=O)C6=C4C=C(C=C6O)C(=O)O)O
18744,C16H10O6        ,3009664,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)C(=O)O)O
18745,C27H28O16        ,5320960,C1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C=C(C=C4C2=O)C(=O)O)OC5C(C(C(C(O5)CO)O)O)O
18746,C21H18O11        ,,
18747,C27H30O16        ,11972448,C1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C2(C5C(C(C(C(O5)CO)O)O)O)O)C=C(C=C4O)C(=O)O
18751,C23H18O14        ,,
18752,C14H12O6        ,5320968,C1C(C(=O)OC=C1O)C(=O)C=CC2=CC(=CC(=C2)O)O
18765,C16H14O3        ,10800930,CC12CC3=C(C4C1C(=CC=C2)CO4)C(=O)C=CC3=O
18777,C14H20O7        ,21123711,C1=CC(=CC=C1CCOC2C(C(C(C(O2)CO)O)O)O)O
18781,C10H14O2        ,919205,CC(CCC1=CC=C(C=C1)O)O
18801,C21H21NO6        ,5318652,CN1CCC2=CC3=C(C=C2C4C1C5=C(C(O4)OC)C6=C(C=C5)OCO6)OCO3
18804,C15H20N2O        ,7067420,C=CCCN1CC2CC(C1)C3=CC=CC(=O)N3C2
18809,C36H38N2O11        ,11972452,COC1=C(C=CC(=C1)C=CC(=O)OCC2C(C(C(C(O2)OC3C(C4CC5C6=C(CCN5C(=O)C4=CO3)C7=CC=CC=C7N6)C=C)O)O)O)O
18811,C22H28N2O4        ,5318653,CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O
18818,C15H20N2O6        ,605462,CC1=CC2=C(C=C1C)N(C(=O)C(=O)N2)CC(C(C(CO)O)O)O
18819,C17H20N4O6        ,493570,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O
18820,C46H74O15        ,,
18821,C64H104O29        ,,
18822,C5H10O5        ,11959768,C(C1C(C(C(O1)O)O)O)O
18825,C7H6N2O2        ,2786702,COC1=C(C(=O)NC=C1)C#N
18826,C18H34O3        ,643684,CCCCCCC(CC=CCCCCCCCC(=O)O)O
18827,C18H23NO6        ,22524561,CC=C1CC(=C)C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O
18828,C15H20O4        ,6441492,CC1=CC2C(CCC(=C)C(CC1O)O)C(=C)C(=O)O2
18832,C15H25NO5        ,6419475,CC(C)C(C(C)O)(C(=O)OCC1=CCN2C1C(CC2)O)O
18838,C18H16O7        ,13889022,COC1=CC=CC(=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC)OC)O
18844,C33H42O19,44558988,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3C(OC4=CC(=CC(=C4C3=O)O)OC5C(C(C(C(O5)C)O)O)O)C6=CC=C(C=C6)O)O)O)O)O)O)O
18846,C30H48O2        ,12315005,CC1CCC2(CCC3(C(=CCC4C3(CCC(C4(C)CCC(=O)O)C(=C)C)C)C2C1C)C)C
18847,C23H30O5        ,44558995,CC(C)CC1CC2(CCC3CC2C3(C)C)OC4=C(C(=C(C(=C14)O)C=O)O)C=O
18881,C18H17NO3        ,5274588,CN1CCC2=CC3=C(C4=C2C1CC5=C4C=C(C=C5)O)OCO3
18884,C37H66O7        ,5352043,CCCCCCCCCCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCCC(CC3=CC(OC3=O)C)O)O)O
18897,C15H24O        ,,
18898,C15H22O        ,101418824,CC1=CCC2(CC1)C(CC(=O)C2=C)C(C)C
18901,C36H58O10        ,21122581,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1(C)O)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O
18903,C19H30O8        ,9930064,CC1=CC(=O)CC(C1(C=CC(C)OC2C(C(C(C(O2)CO)O)O)O)O)(C)C
18905,C10H18O        ,7093102,CC1CCOC(C1)C=C(C)C
18910,C19H18O8        ,3012090,COC(=O)C(CC1=CC(=C(C=C1)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O
18911,C18H27NO6        ,12315046,CC=C1CC(C(C(=O)OCC2C(CN3C2C(CC3)OC1=O)O)(C)O)C
18925,C30H28O8        ,6603986,CC1=C(C(=C(C(=C1O)C(=O)C)O)CC2=C(C3=C(C(=C2O)C(=O)C=CC4=CC=CC=C4)OC(C=C3)(C)C)O)O
18927,C30H48O5        ,12315075,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)O)C)C)C2C1(C)O)C)C(=O)O
18928,C22H28N2O5        ,102232176,CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=C(C=CC=C4O)NC3=O
18940,C22H34O4        ,9841926,CC1CC(C2C(CCCC2(C1(CCC3=COC=C3)O)C)(C)C)OC(=O)C
18943,C15H22O        ,5321003,CC1CCC(CC2=C1C(=O)CC2C)C(=C)C
18944,C15H22O2        ,11651583,CC1=CC(=O)CC2(C1(CC(CC2)C(=C)C)O)C
18945,C15H22O2        ,5321005,CC1=CC(=O)CC2(C1(CC(CC2)C(=C)C)O)C
18983,C15H10O4        ,124062,CC1=C(C=C2C(=C1O)C(=O)C3=CC=CC=C3C2=O)O
19008,C30H50O2        ,183864,CC(C)C1CC(C2C1(CCC3(C2(CC=C4C3CCC5C4(CCC(C5(C)C)O)C)C)C)C)O
19015,C27H43NO2        ,50987410,CC1CCC2C(C3C(N2C1)CC4C3(C(CC5C4CC=C6C5(CCC(C6)O)C)O)C)C
19016,C15H10O5        ,132415,COC(=O)C1=C(C2=CC=CC=C2C3=C1C=CC(=O)O3)O
19024,C40H56O        ,5281252,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C
19025,C27H38O15        ,6325929,CC(C)(C(CC1=C(C=C(C2=C1OC(=O)C=C2)OC)OC)O)OC3C(C(CC(O3)COC4C(C(CO4)(CO)O)O)(O)O)O
19026,C15H16N4O2        ,318591,C1=CC(=CC=C1CC2=CC=C(C=C2)NC(=O)N)NC(=O)N
19027,C27H32O15        ,503733,CC1=CC(=O)C2=C(O1)C=C3C=C(C=C(C3=C2O)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)O)OC
19028,C19H26O5        ,10042510,CC12CCC3C(=CC(=O)C4C3(CC(C(C4)O)O)C)C1(CCC2=O)O
19029,C25H30O8        ,5321020,CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4C(C1C)OC(=O)C)OC)OC)OC)OC)OCO3
19032,C15H22O4        ,442391,CC(C)C1CCC2(C13C(C=C(C(C2)OO3)C=O)O)C
19033,C15H22O4        ,,
19035,C15H22O5        ,14543564,CC(C)C1CCC2(C13C(C=C(C(C2)OO3)C(=O)O)O)C
19036,C15H22O5        ,101606459,CC(C)C1CCC2(C13C(C=C(C(C2)(O3)O)C(=O)O)O)C
19037,C15H24O5        ,101606460,CC(C)C1CCC2(C1(C(C=C(C(C2)O)C(=O)O)O)O)C
19038,C15H22O5        ,101607239,CC(C)C1CCC2(CC3C(=CC(C2(O1)O3)O)C(=O)O)C
19039,C48H34O31        ,16132354,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C(=C6C7=C(C(=C(C=C7C(=O)O1)OC8=C(C(=C(C=C8C(=O)O)O)O)O)O)O)O)O)O
19040,C42H34O26        ,54676084,C1C2C(=C(C(=C1O)O)O)C3=C(C(=C(C=C3C(=O)OCC4C(C(C(C(O4)O)CC(=O)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C(=C6)O)O)O)OC2=O)OC7=C(C(=C(C=C7C(=O)O)O)O)O)O)O
19041,C48H32O31        ,16174833,C1C2C(C3C(C(O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5C6=C(C(=C(C=C6C(=O)O3)O)O)O)O)O)O)OC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O1)OC9=C(C(=C(C=C9C(=O)O)O)O)O)O)O)O)O)O
19042,C82H58O52        ,16130312,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3OC4=C(C(=C5C(=C4)C(=O)OCC6C(C(C(C(O6)OC(=O)C7=CC(=C(C(=C7)O)O)O)OC(=O)C8=CC(=C(C(=C8)O)O)O)OC(=O)C9=CC(=C(C(=C9)O)O)O)OC(=O)C2=CC(=C(C(=C25)O)O)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O
19043,C75H54O48        ,16129738,C1C(C(OC(=O)C2=CC(=C(C(=C2C3=C(C(=C(C=C3C(=O)O1)OC4=C(C(=C(C=C4C(=O)OC5C(C(C6C(O5)COC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O6)O)O)O)O)O)O)OC(=O)C9=CC(=C(C(=C9)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O)O)O)O)O)O)O)C(C(C=O)OC(=O)C1=CC(=C(C(=C1)O)O)O)OC(=O)C1=CC(=C(C(=C1)O)O)O)O
19044,C82H56O52        ,16174837,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3OC4=C(C(=C5C(=C4)C(=O)OCC6C(C7C(C(O6)OC(=O)C8=CC(=C(C(=C8)O)O)O)OC(=O)C9=CC(=C(C(=C9C2=C(C(=C(C=C2C(=O)O7)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C25)O)O)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O
19045,C123H86O78        ,,
19047,C19H22N2O7        ,11972453,CC1=NC=CC2=C1NC3=C2C=CC(=C3OC4C(C(C(C(O4)CO)O)O)O)OC
19055,C27H42O4        ,24893327,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(C(CC(C6)O)O)C)C)C)OC1
19057,C44H70O16        ,46173859,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(C(CC(C6)O)OC7C(C(C(C(O7)C)O)OC8C(C(C(CO8)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1
19058,C27H42O7S        ,101995302,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(C(CC(C6)O)OS(=O)(=O)O)C)C)C)OC1
19066,C18H15N3O        ,13970999,C1CN2C(C3=C1C4=CC=CC=C4N3)NC5=CC=CC=C5C2=O
19067,C28H32O10        ,100968399,CC(=O)OC1C(=O)C2C(OC3C2(COC(=O)C3)C4C1(C56C(O5)C(=O)OC(C6(CC4)C)C7=COC=C7)C)(C)C
19068,C15H17NO4        ,336322,CC1(C(CC2=C(O1)N(C3=C(C2=O)C=C(C=C3)O)C)O)C
19072,C27H30O16        ,53399169,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=C(C(=CC=C5)O)O)O)O)O)O)O)O
19075,C30H46O9        ,6325934,CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)CO)O)OC)O
19077,C54H88O25        ,,
19078,C21H35Cl4N3O        ,24841961,CC(=O)C1CN(CCC1C2=CC=C(C=C2)Cl)CCCN3CCN(CC3)C.Cl.Cl.Cl
19079,C39H64O17        ,,
19080,C23H36O3        ,,
19084,C10H16        ,6429260,CC(C)C12CCC(=C)C1C2
19085,C10H18O        ,62367,CC(C)C12CCC(C1C2)(C)O
19086,C10H16O        ,42626428,CC(C)C12CC1C(=C)C(C2)O
19095,C27H32O16        ,6443665,C1=CC(=CC=C1C=CC(=C2C(=C(C(=O)C(C2=O)(C3C(C(C(C(O3)CO)O)O)O)O)C4C(C(C(C(O4)CO)O)O)O)O)O)O
19096,C27H30O15        ,124928695,C1=CC(=CC=C1C=CC(=O)C2=C(C3=C(C(C2=O)(C4C(C(C(C(O4)CO)O)O)O)O)OC5C3OC(C(C5O)O)CO)O)O
19105,C10H14O        ,61041,CC1=C(C(CC=C1)(C)C)C=O
19106,C10H10O2        ,10487440,C=CCC1=CC2=C(C=C1)OCO2
19107,C13H12O2        ,6442707,CC=CC#CC#CC#CC=CC(CO)O
19109,C19H32O2        ,5321053,CC1(CCCC2(C1CC=C(C2CC(C)(C=C)O)CO)C)C
19115,C10H6O6        ,11622673,C1=C(C=C2C(=C1O)C(=O)C=C(O2)C(=O)O)O
19116,C17H20O10        ,70697379,COC1=CC(=C2C(=C1)OC(=CC2=O)COC3C(C(C(C(O3)CO)O)O)O)O
19118,C30H48O3        ,9890302,CC1(CCC23COC4(C2C1)C=CC5C6(CCC(C(C6CCC5(C4(CC3O)C)C)(C)C)O)C)C
19119,C30H48O4        ,9912702,CC1(CCC23COC4(C2C1)C=CC5C6(CCC(C(C6CCC5(C4(CC3O)C)C)(C)CO)O)C)C
19120,C30H48O4        ,21594258,CC1(CCC23COC4(C2C1)C=CC5C6(CCC(C(C6CCC5(C4(CC3O)C)C)(C)CO)O)C)C
19127,C41H66O13,56656833,CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3C=CC56C4CC(C7(C5CC(CC7)(C)C)CO6)O)C)C)O)OC8C(C(C(C(O8)CO)O)O)O)O
19132,C48H78O18        ,44228459,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC4CCC5(C(C4(C)CO)CCC6(C5C=CC78C6(CC(C9(C7CC(CC9)(C)C)CO8)O)C)C)C)O)O)O)CO)O)O)O
19133,C42H68O13        ,11968911,CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3C=CC56C4(CC(C7(C5CC(CC7)(C)C)CO6)O)C)C)C)O)OC8C(C(C(C(O8)CO)O)O)O)O
19135,C47H76O17        ,11968311,CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3C=CC5=C6CC(CCC6(C(CC54C)O)CO)(C)C)C)C)O)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(CO8)O)O)O)O
19142,C48H78O19        ,,
19143,C49H80O19,11968913,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3CCC4(C(C3(C)CO)CCC5(C4C=CC6=C7CC(CCC7(C(CC65C)O)CO)(C)CCO)C)C)COC8C(C(C(C(O8)CO)O)O)O)O)O)O
19146,C47H74O18        ,,
19147,C43H72O14        ,6325955,CC1(CCC2(C(C1)C3=CC(C4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)C)OC6(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)O)O)O)O)CO)C)OC)CO)C
19149,C53H86O24        ,11968916,CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3C=CC5=C6CC(CCC6(C(CC54C)O)CO)(C)C(=O)OCC7C(C(C(C(O7)OCC(C(C(CO)O)O)O)O)O)O)C)C)O)OC8C(C(C(C(O8)CO)O)O)O)O
19150,C47H76O19        ,21550621,CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3C=CC5=C6CC(CCC6(C(CC54C)O)CO)(C)C(=O)OCC(C(C(CO)O)O)O)C)C)O)OC7C(C(C(C(O7)CO)O)O)O)O
19151,C59H96O29        ,21550610,CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3C=CC5=C6CC(CCC6(C(CC54C)O)CO)(C)C(=O)OCC7C(C(C(C(O7)OCC(C(C(CO)O)O)O)O)O)O)C)C)O)OC8C(C(C(C(O8)CO)O)O)OC9C(C(C(C(O9)CO)O)O)O)O
19153,C16H14O5        ,185034,COC1=CC(=C(C=C1)C2=CC3=CC(=C(C=C3O2)OC)O)O
19157,C16H14O5        ,821416,COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=C(C=C3)O)O
19162,C34H44O9        ,6437066,CC=C(C)C(=O)OC1CC(C2(COC3C2C1(C(C4(C3OC5C4=C(C(C5)C6=COC=C6)C)C)CC(=O)OC)C)C)OC(=O)C
19167,C30H48O4        ,44593364,CC1C23CCC4C(C2CCC1(OC3)O)(CCC5(C4(CCC6(C5CC(CC6)(C)C(=O)O)C)C)C)C
19169,C13H18O7        ,6931410,C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O
19170,C7H6O2        ,517401,C1=CC=C(C(=C1)C=O)O
19172,C7H6O3 or HOC6H4COOH        ,338,C1=CC=C(C(=C1)C(=O)O)O
19173,C14H13NO2        ,5371104,C1=CC=C(C(=C1)C(=O)NNC=C2C=CC=CC2=O)O
19176,C21H22O10        ,3083618,C1C(OC2=CC(=CC(=C2C1=O)OC3C(C(C(C(O3)CO)O)O)O)O)C4=CC=C(C=C4)O
19179,C15H20O4        ,10333019,CC1=CCCC(=CC2C(C(C1)O)C(=C)C(=O)O2)CO
19185,C19H21NO4        ,821366,CN1CCC23C=C(C(=O)C=C2C1CC4=C3C(=C(C=C4)OC)O)OC
19186,C26H22O10        ,6124301,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C(C(=C(C=C2)O)O)C=CC3=CC(=C(C=C3)O)O)O)O
19187,C36H30O16        ,45358152,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C(C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)C(=O)OC(CC5=CC(=C(C=C5)O)O)C(=O)O)O)O
19188,C26H20O10        ,13991590,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C=C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)O)O
19189,C20H18O10        ,73060756,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C(C(=C(C=C2)O)O)CC(=O)O)O)O
19190,C36H30O16        ,,
19192,C18H12O7        ,11530200,C1C(C(=O)C2=CC3=C(C(=C(C=C3)O)O)OC4=C(C=CC1=C24)O)C(=O)O
19196,C18H16O6        ,161271,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O
19202,C20H20O2        ,389885,CC1=C2C=CC3=C4C2=C(C=C1)C(=O)C(=C4OC3(C)C)C(C)C
19203,C18H20O2        ,130233,CC(=O)C1=C(C=C2C3=C(C=CC2=C1)C(CCC3)(C)C)O
19204,C20H30O2        ,11392484,CC(C)C1=C(C=C2C(=C1)CCC3C2(CC(CC3(C)C)O)C)O
19209,C24H32O5        ,5459231,CC1(C2CCC(C(C2(CCC1O)C)COC3=CC4=C(C=C3)C=CC(=O)O4)(C)O)C
19211,C14H17NO6        ,91434,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)CO)O)O)O
19216,C39H64O14        ,71726240,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC(C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)O)O)O)O)C)O)C)C)OC1
19217,C39H64O14        ,,
19218,C36H62O9        ,11968918,CC(=CCCC(C)(C)O)C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C
19222,C20H32O        ,10446844,CC1(CCC2C(=C1)CCC3C2(CCCC3(C)CO)C)C=C
19237,C30H34O6        ,15233694,CC(=CCCC(=CCC1=C(C=CC(=C1)C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)CC=C(C)C)O)O)C)C
19240,C25H24O7        ,10342974,CC(=CCC12C(=O)C3=C(C=C4C(=C3O)C=CC(O4)(C)C)OC1(C5=C(O2)C=C(C=C5)O)O)C
19241,C33H30O9        ,44559963,CC(=CCC12C3=C(C=C(C=C3)O)OC1(C(=O)C4=C(C(=C(C=C4O2)O)C5=CC6(CC(C5)C7=C(O6)C=C(C=C7)O)C)O)O)C
19242,C40H36O12        ,23641096,CC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C=C(C=C3)O)O)C4=C(C=C5C(=C4O)C(=O)C6(C(O5)(C7=C(O6)C=C(C=C7)O)O)CC=C(C)C)O
19244,C40H36O12        ,442459,CC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C=C(C=C3)O)O)C4=C(C=C5C(=C4O)C(=O)C6(C(O5)(C7=C(O6)C=C(C=C7)O)CC=C(C)C)O)O
19245,C45H44O12        ,72548997,CC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C=C(C=C3)O)O)C4=C(C5=C(C(=C4O)CC=C(C)C)OC6(C7=C(C=C(C=C7)O)OC6(C5=O)O)CC=C(C)C)O
19246,C20H18O6        ,42608038,CC1(C=CC2=C(O1)C=CC(=C2O)C3CC(=O)C4=C(C=C(C=C4O3)O)O)C
19247,C40H38O11        ,44408701,CC(=CCCC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C=C(C=C3)O)O)C4=C(C=C5C(=C4O)C(=O)CC(O5)C6=C(C=CC(=C6)O)O)O)C
19248,C20H18O6        ,21721850,CC1(C=CC2=C(C=CC(=C2O1)C3CC(=O)C4=C(C=C(C=C4O3)O)O)O)C
19249,C25H26O6        ,21721851,CC(=CCCC1(C=CC2=C(C=CC(=C2O1)C3CC(=O)C4=C(C=C(C=C4O3)O)O)O)C)C
19250,C30H32O6        ,,
19251,C30H32O6        ,44258299,CC(=CCCC1(C=CC2=C(C=CC(=C2O1)C3=C(C(=O)C4=C(C=C(C=C4O3)O)O)CC=C(C)C)O)C)C
19252,C30H32O7        ,101098713,CC(=CCC1=C2C(=C(C3=C1OC(C=C3)(C)C)O)C(=O)C4(C(O2)(C5=C(O4)C=C(C=C5)O)CC=C(C)C)O)C
19253,C25H24O7        ,44559964,CC(=CCC12C3=C(C=C(C=C3)O)OC1(C(=O)C4=C(C=C5C(=C4O2)C=CC(O5)(C)C)O)O)C
19254,C25H26O6        ,42608044,CC(=CCCC1(C=CC2=C(O1)C=CC(=C2O)C3CC(=O)C4=C(C=C(C=C4O3)O)O)C)C
19255,C40H36O12        ,15479637,CC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C=C(C=C3)O)O)C4=C(C=C5C(=C4O)C(=O)C6(C(O5)(C7=C(O6)C=C(C=C7)O)CC=C(C)C)O)O
19256,C45H44O12        ,21594934,CC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C(=C(C=C3)O)CC=C(C)C)O)C4=C(C=C5C(=C4O)C(=O)C6(C(O5)(C7=C(O6)C=C(C=C7)O)O)CC=C(C)C)O
